list_name,name,label::English,label::Somali,district,country,region
uuid,BAL-TBC-1,Balcad,Balcad,balcad,somalia,middle_shabelle
uuid,BAL-TBC-2,Balcad,Balcad,balcad,somalia,middle_shabelle
uuid,NA-3704-A31-001,Camp 1,Camp 1,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A32-001,Gaawido,Gaawido,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A32-002,Odaa (1),Odaa (1),beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A32-003,Malkaariyey,Malkaariyey,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A32-004,Odaa 2,Odaa 2,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A33-001,Qurac Bilash,Qurac Bilash,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-A33-002,Lebi Dhaxwey,Lebi Dhaxwey,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-001,Camp 2,Camp 2,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-002,Beled Aamin,Beled Aamin,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-003,Garowo,Garowo,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-004,Booc Booc,Booc Booc,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-005,Farjanno,Farjanno,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-006,Horseed,Horseed,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-007,Buurka,Buurka,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-008,Dhabad,Dhabad,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-009,Wadajir,Wadajir,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-010,Hananley,Hananley,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-011,Qansax Oomane,Qansax Oomane,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B31-012,Bulahawa,Bulahawa,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B32-001,Qurac Ijaabo,Qurac Ijaabo,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B32-002,Jiracle,Jiracle,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B32-003,Oodan,Oodan,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B32-004,Carabo,Carabo,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B33-001,Wiyil,Wiyil,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B33-002,Ubo,Ubo,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B33-003,Jacjacley,Jacjacley,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B33-004,Qalafdhere,Qalafdhere,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-B33-005,Laan Abeer,Laan Abeer,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C31-001,War Cadoy,War Cadoy,belet_xaawo,somalia,gedo
uuid,NA-3704-C31-002,Bannaney,Bannaney,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C31-003,War Gududo,War Gududo,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C32-001,Tuulo Qallooc,Tuulo Qallooc,belet_xaawo,somalia,gedo
uuid,NA-3704-C32-002,Malmalley,Malmalley,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C32-003,Ceel Booco,Ceel Booco,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C33-001,Quracley,Quracley,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C33-002,Kheyrad,Kheyrad,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-C33-003,Wariiryale,Wariiryale,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-D30-001,Gebia,Gebia,belet_xaawo,somalia,gedo
uuid,NA-3704-D30-002,Washaqo,Washaqo,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-001,Lo'Leys,Lo'Leys,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-002,Tuulo Hagi Yosof,Tuulo Hagi Yosof,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-003,Aqallo,Aqallo,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-004,Farahjelow,Farahjelow,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-005,Daqarrey,Daqarrey,belet_xaawo,somalia,gedo
uuid,NA-3704-D31-006,Tuulo Celdhere,Tuulo Celdhere,belet_xaawo,somalia,gedo
uuid,NA-3704-D33-001,Kashirey,Kashirey,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-D33-002,Garasley,Garasley,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-E29-001,Haartacad,Haartacad,belet_xaawo,somalia,gedo
uuid,NA-3704-E30-001,Haykacad,Haykacad,belet_xaawo,somalia,gedo
uuid,NA-3704-E30-002,Dhuufley,Dhuufley,belet_xaawo,somalia,gedo
uuid,NA-3704-E30-003,Ibrahim Mursal,Ibrahim Mursal,belet_xaawo,somalia,gedo
uuid,NA-3704-E32-001,Coriamu,Coriamu,belet_xaawo,somalia,gedo
uuid,NA-3704-F29-001,Tuulo Ciid,Tuulo Ciid,belet_xaawo,somalia,gedo
uuid,NA-3704-F31-001,Belet Xaawo,Belet Xaawo,belet_xaawo,somalia,gedo
uuid,NA-3704-F31-002,Gosaweyne,Gosaweyne,belet_xaawo,somalia,gedo
uuid,NA-3704-F32-001,Quracdhere,Quracdhere,belet_xaawo,somalia,gedo
uuid,NA-3704-G27-001,Hareri Hosle 1,Hareri Hosle 1,belet_xaawo,somalia,gedo
uuid,NA-3704-G28-001,Dhabaney,Dhabaney,belet_xaawo,somalia,gedo
uuid,NA-3704-G30-001,Dhufees,Dhufees,belet_xaawo,somalia,gedo
uuid,NA-3704-G33-001,Lebi Raar,Lebi Raar,belet_xaawo,somalia,gedo
uuid,NA-3704-G33-002,Maygaag,Maygaag,belet_xaawo,somalia,gedo
uuid,NA-3704-H27-001,Dhusuqle,Dhusuqle,belet_xaawo,somalia,gedo
uuid,NA-3704-H27-002,Hareri Hoosle 2,Hareri Hoosle 2,belet_xaawo,somalia,gedo
uuid,NA-3704-H30-001,Xaydibi,Xaydibi,belet_xaawo,somalia,gedo
uuid,NA-3704-H30-002,Haad Fuul,Haad Fuul,belet_xaawo,somalia,gedo
uuid,NA-3704-J27-001,Hananley,Hananley,belet_xaawo,somalia,gedo
uuid,NA-3704-J27-002,Khadijo Hagi,Khadijo Hagi,belet_xaawo,somalia,gedo
uuid,NA-3704-J28-001,Cag Wilif,Cag Wilif,belet_xaawo,somalia,gedo
uuid,NA-3704-J29-001,Waalow,Waalow,belet_xaawo,somalia,gedo
uuid,NA-3704-J31-001,Bakhtiley,Bakhtiley,belet_xaawo,somalia,gedo
uuid,NA-3704-J31-002,Irridda,Irridda,belet_xaawo,somalia,gedo
uuid,NA-3704-J31-003,Geelaq,Geelaq,belet_xaawo,somalia,gedo
uuid,NA-3704-K28-001,Bilcille,Bilcille,belet_xaawo,somalia,gedo
uuid,NA-3704-K28-002,Hareri Dulal,Hareri Dulal,belet_xaawo,somalia,gedo
uuid,NA-3704-K28-003,Ciiraaley,Ciiraaley,belet_xaawo,somalia,gedo
uuid,NA-3704-K30-001,Tido,Tido,belet_xaawo,somalia,gedo
uuid,NA-3704-K30-002,Hareriley,Hareriley,belet_xaawo,somalia,gedo
uuid,NA-3704-K31-001,El-Ma'An,El-Ma'An,belet_xaawo,somalia,gedo
uuid,NA-3704-L26-001,El Uaro,El Uaro,belet_xaawo,somalia,gedo
uuid,NA-3704-L29-001,Tuulo Barako,Tuulo Barako,belet_xaawo,somalia,gedo
uuid,NA-3704-L29-002,Waro-Cadcad,Waro-Cadcad,belet_xaawo,somalia,gedo
uuid,NA-3704-L30-001,Buniyo,Buniyo,belet_xaawo,somalia,gedo
uuid,NA-3704-L30-002,Gaddoondhowe,Gaddoondhowe,belet_xaawo,somalia,gedo
uuid,NA-3704-L30-003,Gomor Cad 1,Gomor Cad 1,belet_xaawo,somalia,gedo
uuid,NA-3704-L30-004,Qaraarow,Qaraarow,belet_xaawo,somalia,gedo
uuid,NA-3704-M29-001,Qooriyow,Qooriyow,belet_xaawo,somalia,gedo
uuid,NA-3704-N27-001,Quracda,Quracda,belet_xaawo,somalia,gedo
uuid,NA-3704-N28-001,Dermo,Dermo,belet_xaawo,somalia,gedo
uuid,NA-3704-N31-001,Hagar,Hagar,belet_xaawo,somalia,gedo
uuid,NA-3704-P25-001,Gubbet Uasasa,Gubbet Uasasa,belet_xaawo,somalia,gedo
uuid,NA-3704-P31-001,Salahlo,Salahlo,belet_xaawo,somalia,gedo
uuid,NA-3704-Q31-001,Carmo,Carmo,belet_xaawo,somalia,gedo
uuid,NA-3704-R28-001,Hara Fara,Hara Fara,belet_xaawo,somalia,gedo
uuid,NA-3704-R30-001,El Geldes,El Geldes,belet_xaawo,somalia,gedo
uuid,NA-3704-R33-001,El Gurgura,El Gurgura,garbahaarey,somalia,gedo
uuid,NA-3704-S22-001,Guddama,Guddama,belet_xaawo,somalia,gedo
uuid,NA-3704-S23-001,Gaddoondhowe,Gaddoondhowe,belet_xaawo,somalia,gedo
uuid,NA-3704-S24-001,Laan Quarac,Laan Quarac,belet_xaawo,somalia,gedo
uuid,NA-3704-S27-001,Haro Buyo,Haro Buyo,belet_xaawo,somalia,gedo
uuid,NA-3704-T21-001,Hara Buti,Hara Buti,belet_xaawo,somalia,gedo
uuid,NA-3704-T23-001,Nus Dariiq,Nus Dariiq,belet_xaawo,somalia,gedo
uuid,NA-3704-T27-001,Iacle,Iacle,belet_xaawo,somalia,gedo
uuid,NA-3704-Temp -030,Kabasa,Kabasa,belet_xaawo,somalia,gedo
uuid,NA-3704-Temp-100,Tuulo Jibriil,Tuulo Jibriil,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-Temp-A-001,Alangu,Alangu,beletxaawo_doolow,somalia,gedo
uuid,NA-3704-U27-001,Dadabli,Dadabli,belet_xaawo,somalia,gedo
uuid,NA-3704-V21-001,Disboole 1,Disboole 1,belet_xaawo,somalia,gedo
uuid,NA-3704-V21-002,Diboole 2,Diboole 2,belet_xaawo,somalia,gedo
uuid,NA-3704-V23-001,Gubei,Gubei,belet_xaawo,somalia,gedo
uuid,NA-3704-W19-001,Dhamaso,Dhamaso,belet_xaawo,somalia,gedo
uuid,NA-3704-W22-001,Aqallo Aar,Aqallo Aar,belet_xaawo,somalia,gedo
uuid,NA-3704-X21-001,Qeyraamiso,Qeyraamiso,ceel_waaq,somalia,gedo
uuid,NA-3704-X24-001,Likooley,Likooley,belet_xaawo,somalia,gedo
uuid,NA-3704-Z16-001,Daba,Daba,ceel_waaq,somalia,gedo
uuid,NA-3704-Z31-001,Ceel Gadde,Ceel Gadde,garbahaarey,somalia,gedo
uuid,NA-3704-Z33-001,Warta Cad,Warta Cad,garbahaarey,somalia,gedo
uuid,NA-3708-A14-001,Yado 2,Yado 2,ceel_waaq,somalia,gedo
uuid,NA-3708-A24-001,Burcalaan,Burcalaan,ceel_waaq,somalia,gedo
uuid,NA-3708-A32-001,Buuro Bahale,Buuro Bahale,garbahaarey,somalia,gedo
uuid,NA-3708-A32-002,Ceel Gaduud,Ceel Gaduud,garbahaarey,somalia,gedo
uuid,NA-3708-B14-001,Uenti Digo,Uenti Digo,ceel_waaq,somalia,gedo
uuid,NA-3708-B15-001,Yado I,Yado I,ceel_waaq,somalia,gedo
uuid,NA-3708-B26-001,Uar Lebi God,Uar Lebi God,ceel_waaq,somalia,gedo
uuid,NA-3708-C13-001,Wantey,Wantey,ceel_waaq,somalia,gedo
uuid,NA-3708-C22-001,El Godgod,El Godgod,ceel_waaq,somalia,gedo
uuid,NA-3708-C27-001,Haramandheera,Haramandheera,ceel_waaq,somalia,gedo
uuid,NA-3708-D13-001,Warstisaraage,Warstisaraage,ceel_waaq,somalia,gedo
uuid,NA-3708-D13-002,Golati,Golati,ceel_waaq,somalia,gedo
uuid,NA-3708-D16-001,Warbenle,Warbenle,ceel_waaq,somalia,gedo
uuid,NA-3708-D22-001,Dhaso,Dhaso,ceel_waaq,somalia,gedo
uuid,NA-3708-E12-001,Buusaar,Buusaar,ceel_waaq,somalia,gedo
uuid,NA-3708-E12-002,October,October,ceel_waaq,somalia,gedo
uuid,NA-3708-E13-001,Budada,Budada,ceel_waaq,somalia,gedo
uuid,NA-3708-E13-002,Bakoolo Diqa,Bakoolo Diqa,ceel_waaq,somalia,gedo
uuid,NA-3708-E14-001,Qamuudo,Qamuudo,ceel_waaq,somalia,gedo
uuid,NA-3708-E17-001,Samaroole,Samaroole,ceel_waaq,somalia,gedo
uuid,NA-3708-E18-001,Garsaal,Garsaal,ceel_waaq,somalia,gedo
uuid,NA-3708-E24-001,Warxoor,Warxoor,ceel_waaq,somalia,gedo
uuid,NA-3708-E30-001,Lafa Gheri,Lafa Gheri,ceel_waaq,somalia,gedo
uuid,NA-3708-F11-001,El Banda,El Banda,ceel_waaq,somalia,gedo
uuid,NA-3708-F11-002,Ceel Waaq,Ceel Waaq,ceel_waaq,somalia,gedo
uuid,NA-3708-F12-001,El Beru Hagia,El Beru Hagia,ceel_waaq,somalia,gedo
uuid,NA-3708-F12-002,Hawl Wadaag,Hawl Wadaag,ceel_waaq,somalia,gedo
uuid,NA-3708-F12-003,Madino,Madino,ceel_waaq,somalia,gedo
uuid,NA-3708-F13-001,Horbaati,Horbaati,ceel_waaq,somalia,gedo
uuid,NA-3708-F15-001,Cocaio,Cocaio,ceel_waaq,somalia,gedo
uuid,NA-3708-F15-002,Labadaban 18,Labadaban 18,ceel_waaq,somalia,gedo
uuid,NA-3708-F26-001,Deg-Ti Alima,Deg-Ti Alima,ceel_waaq,somalia,gedo
uuid,NA-3708-G11-001,Awro Dimto,Awro Dimto,ceel_waaq,somalia,gedo
uuid,NA-3708-G11-002,Komorsido,Komorsido,ceel_waaq,somalia,gedo
uuid,NA-3708-G13-001,Ramo Derti,Ramo Derti,ceel_waaq,somalia,gedo
uuid,NA-3708-G15-001,Sheebow,Sheebow,ceel_waaq,somalia,gedo
uuid,NA-3708-H11-001,Seddex Jiirood I,Seddex Jiirood I,ceel_waaq,somalia,gedo
uuid,NA-3708-H12-001,Seddex Jiirood 2,Seddex Jiirood 2,ceel_waaq,somalia,gedo
uuid,NA-3708-H13-001,Goof,Goof,ceel_waaq,somalia,gedo
uuid,NA-3708-H17-001,Daduma Addi,Daduma Addi,ceel_waaq,somalia,gedo
uuid,NA-3708-H19-001,Buusaar,Buusaar,ceel_waaq,somalia,gedo
uuid,NA-3708-H24-001,Uar Matano,Uar Matano,ceel_waaq,somalia,gedo
uuid,NA-3708-J12-001,Jambiile,Jambiile,ceel_waaq,somalia,gedo
uuid,NA-3708-J14-001,Sandacaar,Sandacaar,ceel_waaq,somalia,gedo
uuid,NA-3708-J21-001,Maddoile,Maddoile,ceel_waaq,somalia,gedo
uuid,NA-3708-K13-001,Dec Curbes,Dec Curbes,ceel_waaq,somalia,gedo
uuid,NA-3708-K28-001,El Dudu,El Dudu,ceel_waaq,somalia,gedo
uuid,NA-3708-L12-001,Buro Burdhesa,Buro Burdhesa,ceel_waaq,somalia,gedo
uuid,NA-3708-L12-002,Isack Yaal,Isack Yaal,ceel_waaq,somalia,gedo
uuid,NA-3708-L12-003,Doolaawle,Doolaawle,ceel_waaq,somalia,gedo
uuid,NA-3708-L23-001,Muudaale,Muudaale,ceel_waaq,somalia,gedo
uuid,NA-3708-L31-001,Gabri Sero Ali,Gabri Sero Ali,baardheere,somalia,gedo
uuid,NA-3708-M14-001,Kunaso,Kunaso,ceel_waaq,somalia,gedo
uuid,NA-3708-M19-001,Bililscia,Bililscia,ceel_waaq,somalia,gedo
uuid,NA-3708-M24-001,Balan Baal,Balan Baal,ceel_waaq,somalia,gedo
uuid,NA-3708-N15-001,Cursi,Cursi,ceel_waaq,somalia,gedo
uuid,NA-3708-N15-002,Lafa Geri,Lafa Geri,ceel_waaq,somalia,gedo
uuid,NA-3708-N20-001,Caasha Cad,Caasha Cad,ceel_waaq,somalia,gedo
uuid,NA-3708-N24-001,Abrone,Abrone,ceel_waaq,somalia,gedo
uuid,NA-3708-N25-001,Gologolsceval,Gologolsceval,ceel_waaq,somalia,gedo
uuid,NA-3708-P30-001,Gantamaa,Gantamaa,baardheere,somalia,gedo
uuid,NA-3708-P33-001,Siidimo,Siidimo,baardheere,somalia,gedo
uuid,NA-3708-R22-001,Bakal,Bakal,ceel_waaq,somalia,gedo
uuid,NA-3708-R22-002,Indhaceel,Indhaceel,ceel_waaq,somalia,gedo
uuid,NA-3708-S12-001,Iialo,Iialo,ceel_waaq,somalia,gedo
uuid,NA-3708-S23-001,Beer Gawaan,Beer Gawaan,ceel_waaq,somalia,gedo
uuid,NA-3708-S24-001,Galolca,Galolca,baardheere,somalia,gedo
uuid,NA-3708-S32-001,Uar Libah  Lou,Uar Libah  Lou,baardheere,somalia,gedo
uuid,NA-3708-T25-001,Lebi Gambeh,Lebi Gambeh,baardheere,somalia,gedo
uuid,NA-3708-T30-001,Taraka,Taraka,baardheere,somalia,gedo
uuid,NA-3708-T31-001,Dejah Uar,Dejah Uar,baardheere,somalia,gedo
uuid,NA-3708-Temp-001,Tula Garas,Tula Garas,ceel_waaq,somalia,gedo
uuid,NA-3708-Temp-002,Burya Bima,Burya Bima,ceel_waaq,somalia,gedo
uuid,NA-3708-U15-001,Cows Qurun,Cows Qurun,baardheere,somalia,gedo
uuid,NA-3708-V25-001,Bardera 2,Bardera 2,baardheere,somalia,gedo
uuid,NA-3708-V25-002,Faafax Dhuun,Faafax Dhuun,baardheere,somalia,gedo
uuid,NA-3708-W12-001,Hara Cadera,Hara Cadera,baardheere,somalia,gedo
uuid,NA-3708-Z25-001,El Mergis,El Mergis,baardheere,somalia,gedo
uuid,NA-3712-B13-001,Daarasalaam,Daarasalaam,baardheere,somalia,gedo
uuid,NA-3712-H13-001,Bakhtiti,Bakhtiti,baardheere,somalia,gedo
uuid,NA-3712-H33-001,Ghesso,Ghesso,saakow,somalia,middle_juba
uuid,NA-3712-L21-001,Haroris,Haroris,baardheere,somalia,gedo
uuid,NA-3712-L23-001,Chenaf,Chenaf,saakow,somalia,middle_juba
uuid,NA-3712-L26-001,Egha Roba,Egha Roba,saakow,somalia,middle_juba
uuid,NA-3712-L32-001,Sagarey,Sagarey,saakow,somalia,middle_juba
uuid,NA-3712-P20-001,Tosilei,Tosilei,baardheere,somalia,gedo
uuid,NA-3712-S21-001,Esgudut,Esgudut,baardheere,somalia,gedo
uuid,NA-3712-S22-001,Dudundher,Dudundher,saakow,somalia,middle_juba
uuid,NA-3712-T20-001,Uar Esgudud,Uar Esgudud,baardheere,somalia,gedo
uuid,NA-3712-T32-001,Uel Merer,Uel Merer,afmadow,somalia,lower_juba
uuid,NA-3712-W15-001,Uar Gallo,Uar Gallo,afmadow,somalia,lower_juba
uuid,NA-3712-W28-001,Xasanbaraki,Xasanbaraki,afmadow,somalia,lower_juba
uuid,NA-3712-W29-001,Lebi,Lebi,afmadow,somalia,lower_juba
uuid,NA-3712-Z12-001,Ghelghel Bur Foli,Ghelghel Bur Foli,afmadow,somalia,lower_juba
uuid,NA-3712-Z24-001,Welharey,Welharey,afmadow,somalia,lower_juba
uuid,NA-3716-A13-001,Dif,Dif,afmadow,somalia,lower_juba
uuid,NA-3716-A23-001,Korohirey,Korohirey,afmadow,somalia,lower_juba
uuid,NA-3716-B14-001,Weel Mereed,Weel Mereed,afmadow,somalia,lower_juba
uuid,NA-3716-B15-001,Uar Dalado,Uar Dalado,afmadow,somalia,lower_juba
uuid,NA-3716-B23-001,Uar Corah Irai,Uar Corah Irai,afmadow,somalia,lower_juba
uuid,NA-3716-C32-001,Fal Raxmo,Fal Raxmo,afmadow,somalia,lower_juba
uuid,NA-3716-C33-001,Ishawarta,Ishawarta,afmadow,somalia,lower_juba
uuid,NA-3716-C33-002,Golel,Golel,afmadow,somalia,lower_juba
uuid,NA-3716-D16-001,Gura Arba,Gura Arba,afmadow,somalia,lower_juba
uuid,NA-3716-D33-001,B Dabader Hagar,B Dabader Hagar,afmadow,somalia,lower_juba
uuid,NA-3716-D33-002,Xagar,Xagar,afmadow,somalia,lower_juba
uuid,NA-3716-E17-001,Meschetti,Meschetti,afmadow,somalia,lower_juba
uuid,NA-3716-E20-001,Mada Uarsisa,Mada Uarsisa,afmadow,somalia,lower_juba
uuid,NA-3716-E24-001,Culume Dagaga,Culume Dagaga,afmadow,somalia,lower_juba
uuid,NA-3716-E25-001,Culume Allango,Culume Allango,afmadow,somalia,lower_juba
uuid,NA-3716-E30-001,Uel Gori,Uel Gori,afmadow,somalia,lower_juba
uuid,NA-3716-E33-001,Midey,Midey,afmadow,somalia,lower_juba
uuid,NA-3716-E33-002,Hagar Uagio,Hagar Uagio,afmadow,somalia,lower_juba
uuid,NA-3716-F14-001,Fafdo,Fafdo,afmadow,somalia,lower_juba
uuid,NA-3716-F21-001,Girma,Girma,afmadow,somalia,lower_juba
uuid,NA-3716-F31-001,El Fangal,El Fangal,afmadow,somalia,lower_juba
uuid,NA-3716-G23-001,Godaya,Godaya,afmadow,somalia,lower_juba
uuid,NA-3716-G23-002,Araroba,Araroba,afmadow,somalia,lower_juba
uuid,NA-3716-H25-001,Tarri,Tarri,afmadow,somalia,lower_juba
uuid,NA-3716-H28-001,Xaliima Caddey,Xaliima Caddey,afmadow,somalia,lower_juba
uuid,NA-3716-H29-001,Urungu,Urungu,afmadow,somalia,lower_juba
uuid,NA-3716-H30-001,Anzubsito,Anzubsito,afmadow,somalia,lower_juba
uuid,NA-3716-H32-001,Fur Fursa,Fur Fursa,afmadow,somalia,lower_juba
uuid,NA-3716-J30-001,Magar,Magar,afmadow,somalia,lower_juba
uuid,NA-3716-K20-001,Giara El,Giara El,afmadow,somalia,lower_juba
uuid,NA-3716-L14-001,Dibi,Dibi,afmadow,somalia,lower_juba
uuid,NA-3716-L21-001,Caw,Caw,afmadow,somalia,lower_juba
uuid,NA-3716-L22-001,Iach Monis,Iach Monis,afmadow,somalia,lower_juba
uuid,NA-3716-L24-001,Sencor Melbe,Sencor Melbe,afmadow,somalia,lower_juba
uuid,NA-3716-L25-001,Sencar Aveggio,Sencar Aveggio,afmadow,somalia,lower_juba
uuid,NA-3716-M11-001,Hagar Daba Taag,Hagar Daba Taag,afmadow,somalia,lower_juba
uuid,NA-3716-M17-001,Dicu,Dicu,afmadow,somalia,lower_juba
uuid,NA-3716-M21-001,Bogi Bacadle,Bogi Bacadle,afmadow,somalia,lower_juba
uuid,NA-3716-M22-001,Sencor Gherbic,Sencor Gherbic,afmadow,somalia,lower_juba
uuid,NA-3716-M26-001,Cangiara,Cangiara,afmadow,somalia,lower_juba
uuid,NA-3716-M31-001,Jilabdo,Jilabdo,afmadow,somalia,lower_juba
uuid,NA-3716-N32-001,Didimess,Didimess,afmadow,somalia,lower_juba
uuid,NA-3716-P29-001,Xayo,Xayo,afmadow,somalia,lower_juba
uuid,NA-3716-Q12-001,Dhobley,Dhobley,afmadow,somalia,lower_juba
uuid,NA-3716-Q26-001,Aboli,Aboli,afmadow,somalia,lower_juba
uuid,NA-3716-Q28-001,Hararoba,Hararoba,afmadow,somalia,lower_juba
uuid,NA-3716-S18-001,Gheldezza,Gheldezza,afmadow,somalia,lower_juba
uuid,NA-3716-S21-001,Tabta,Tabta,afmadow,somalia,lower_juba
uuid,NA-3716-S22-001,Diriye,Diriye,afmadow,somalia,lower_juba
uuid,NA-3716-S26-001,Girma Diacatti,Girma Diacatti,afmadow,somalia,lower_juba
uuid,NA-3716-S29-001,Magado,Magado,afmadow,somalia,lower_juba
uuid,NA-3716-T17-001,Hawindha,Hawindha,afmadow,somalia,lower_juba
uuid,NA-3716-T27-001,Bilis Qooqaani,Bilis Qooqaani,afmadow,somalia,lower_juba
uuid,NA-3716-U21-001,Gale Bussi,Gale Bussi,afmadow,somalia,lower_juba
uuid,NA-3716-U21-002,Cuis Dera,Cuis Dera,afmadow,somalia,lower_juba
uuid,NA-3716-V11-001,Rama Guda,Rama Guda,afmadow,somalia,lower_juba
uuid,NA-3716-V19-001,Camora Bali,Camora Bali,afmadow,somalia,lower_juba
uuid,NA-3716-V21-001,Baddana,Baddana,afmadow,somalia,lower_juba
uuid,NA-3716-V25-001,Abugal,Abugal,afmadow,somalia,lower_juba
uuid,NA-3716-V25-002,Galgaso,Galgaso,afmadow,somalia,lower_juba
uuid,NA-3716-W21-001,Danis Sipi,Danis Sipi,afmadow,somalia,lower_juba
uuid,NA-3716-X23-001,Urungo,Urungo,afmadow,somalia,lower_juba
uuid,NA-3716-X23-002,Solola,Solola,afmadow,somalia,lower_juba
uuid,NA-3716-X31-001,Galabuala,Galabuala,afmadow,somalia,lower_juba
uuid,NA-3716-Y18-001,Elalan,Elalan,afmadow,somalia,lower_juba
uuid,NA-3716-Y20-001,Abu Gala,Abu Gala,afmadow,somalia,lower_juba
uuid,NA-3801-A10-001,Wariiriyaale,Wariiriyaale,luuq,somalia,gedo
uuid,NA-3801-A11-001,Madhoweey,Madhoweey,luuq,somalia,gedo
uuid,NA-3801-A17-001,Karaban,Karaban,luuq,somalia,gedo
uuid,NA-3801-A22-001,Mooyo,Mooyo,luuq,somalia,gedo
uuid,NA-3801-A24-001,Battery,Battery,luuq,somalia,gedo
uuid,NA-3801-A24-002,War Macalim Xasan,War Macalim Xasan,rab_dhuure,somalia,bakool
uuid,NA-3801-A25-001,Dharkaya Kuus,Dharkaya Kuus,rab_dhuure,somalia,bakool
uuid,NA-3801-A25-002,Towsiiley Leesameed,Towsiiley Leesameed,rab_dhuure,somalia,bakool
uuid,NA-3801-A25-003,War Mad Cabdi,War Mad Cabdi,rab_dhuure,somalia,bakool
uuid,NA-3801-A26-001,Beer Bilaan,Beer Bilaan,rab_dhuure,somalia,bakool
uuid,NA-3801-A26-002,Doonka Madi,Doonka Madi,rab_dhuure,somalia,bakool
uuid,NA-3801-A26-003,War Orogle,War Orogle,rab_dhuure,somalia,bakool
uuid,NA-3801-A27-001,Ceel-Jeedow,Ceel-Jeedow,waajid,somalia,bakool
uuid,NA-3801-A27-002,Macalin Yusuf,Macalin Yusuf,rab_dhuure,somalia,bakool
uuid,NA-3801-A28-001,Aleemow,Aleemow,waajid,somalia,bakool
uuid,NA-3801-A28-002,Garsaaley,Garsaaley,rab_dhuure,somalia,bakool
uuid,NA-3801-A29-001,War Lowi,War Lowi,rab_dhuure,somalia,bakool
uuid,NA-3801-A30-001,Shishibow,Shishibow,waajid,somalia,bakool
uuid,NA-3801-B01-001,Danbalaa,Danbalaa,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B01-002,Qooxle,Qooxle,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B01-003,Suulow,Suulow,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B02-001,Meygaaga,Meygaaga,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B02-002,Kamooro   Buulle,Kamooro   Buulle,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B02-003,Karroow Yarey,Karroow Yarey,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B04-001,Bar Canni,Bar Canni,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B04-002,Bar Geni,Bar Geni,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B06-001,Dhuumow,Dhuumow,beletxaawo_doolow,somalia,gedo
uuid,NA-3801-B10-001,Aboow,Aboow,luuq,somalia,gedo
uuid,NA-3801-B11-001,Lafaale,Lafaale,luuq,somalia,gedo
uuid,NA-3801-B11-002,Aroosow,Aroosow,luuq,somalia,gedo
uuid,NA-3801-B11-003,Shiir Galoole,Shiir Galoole,luuq,somalia,gedo
